"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Защита кабелей.  эстакада	Устройство покрытия укрытия из профилировонного листа. Профлист С18-1000-0,6	1,75	1,75	0	100 м2	24
Защита кабелей.  эстакада	Устройство покрытия укрытия из профилировонного листа. Профилированный лист оцинкованный НС35-1000-0,7 	6,73	5,6	1,13	100 м2	24
Защита кабелей.  эстакада	Нащельники из ОЦ толщиной 0,6 мм	1,125	0,93	0,195	100 м2	3,84
Прочие работы.  эстакада	Установка и разборка внутренних трубчатых инвентарных лесов при высоте помещений до 6 м	100	0	100	100 м2	0,59
ОКРАСКА "АРСЕТ-ГАЗ". АКЗ металлоконструкций, эстакад	пескоструйная очистка металлоконструкций эстакады АС9	854,6	780	74,6	м2	0,38
ОКРАСКА "АРСЕТ-ГАЗ". АКЗ металлоконструкций, эстакад	Огрунтовка металлических поверхностей за один раз грунтовкой Эмлак праймер цинк NG толщиной 80 мкм	854,6	780	74,6	м2	12
ОКРАСКА "АРСЕТ-ГАЗ". АКЗ металлоконструкций, эстакад	Окраска металлических поверхностей в 1 слой эмалью Эмакоут 5335NG толщиной 150 мкм	854,6	780	74,6	м2	11
ОКРАСКА "АРСЕТ-ГАЗ". АКЗ металлоконструкций, эстакад	Окраска металлических поверхностей в 1 слой эмалью Эматоп NG толщиной 50 мкм	854,6	780	74,6	100 м2	11
Фундаменты эстакада	Устройство изоляции слоем битумного праймера	0	0	0	100 м2	3,4
Фундаменты эстакада	Гидроизоляция ж/б фундаментов горячим битумом за 2 раза	0,32	0,2558	0,0642	100 м2	39
Защита кабелей.  эстакада	Монтаж козырька из профлиста	17,54	0	17,54	100 м2	24
Защита кабелей.  эстакада	Нащельники из ОЦ толщиной 0,6 мм ст СТ 3 кп ГОСТ 14918-80	1,815	0	1,815	100 м2	3,84
ОКРАСКА "АРСЕТ-ГАЗ"	Огрунтовка металлических поверхностей за один раз грунтовкой Эмлак праймер цинк NG толщиной 80 мкм	3	0	3	100 м2	12
ОКРАСКА "АРСЕТ-ГАЗ"	Окраска металлических поверхностей в 1 слой эмалью Эмакоут 5335NG толщиной 150 мкм	3	0	3	100 м2	11
ОКРАСКА "АРСЕТ-ГАЗ"	Окраска металлических поверхностей в 1 слой эмалью Эматоп NG толщиной 50 мкм	3	0	3	100 м2	11
Земляные работы. кспхг	Планировка откосов и полотна насыпей механизированным способом, группа грунтов 2	16,589	0,345	16,244	1000 м2	0
Земляные работы. кспхг	Планировка откосов: насыпей экскаватором-планировщиком, группа грунтов 1 (ФДС/ГЭСН)	0,729	0	0,729	1000 м2	0
Земляные работы. кспхг	Планировка откосов: насыпей экскаватором-планировщиком, группа грунтов 1 (ФДС/ГЭСН)	0,093	0	0,093	1000 м2	0
Проезды (0,5122га). КСПХГ	Устройство оснований толщиной 15 см из щебня фракции 40-70 мм при укатке каменных материалов с пределом прочности на сжатие свыше 68,6 до 98,1 МПа (свыше 700 до 1000 кгс/см2) нижнего слоя двухслойных	5,35	0,16	5,19	1000 м2	4,2
Проезды (0,5122га). КСПХГ	Устройство основания из черного щебня толщиной 6 см с плотностью каменных материалов 3 т/м3 и более	4,952	0	4,952	1000 м2	8,4
Проезды (0,5122га). КСПХГ	Устройство покрытия толщиной 4 см из горячих асфальтобетонных смесей плотных крупнозернинистых типа АБ, плотность каменных материалов 3 т/м3 и более	4,952	0	4,952	1000 м2	12,8
Проезды (0,5122га). КСПХГ	На каждые 0,5 см изменения толщины покрытия добавлять или исключать к норме 27-06-020-04	4,952	0	4,952	1000 м2	1,14
Проезды (0,5122га). КСПХГ	Устройство покрытия толщиной 4 см из горячих асфальтобетонных смесей плотных крупнозернинистых типа АБ, плотность каменных материалов 3 т/м3 и более	5,122	0	5,122	1000 м2	12,8
Пешеходные дорожки (0,0391га). кспхг	Устройство оснований толщиной 12 см под тротуары из кирпичного или известнякового щебня	3,91	0	3,91	100 м2	12,5
Пешеходные дорожки (0,0391га). кспхг	На каждый 1 см изменения толщины оснований добавлять или исключать к норме 27-07-002-01	3,91	0	3,91	100 м2	0,94
Пешеходные дорожки (0,0391га). кспхг	Устройство асфальтобетонных покрытий дорожек и тротуаров однослойных из литой мелкозернистой асфальто-бетонной смеси толщиной 3 см	3,91	0	3,91	100 м2	14,4
Земляные работы. инженерная защита. кспхг	Укрепление откосов земляных сооружений посевом многолетних трав: механизированным способом 	8,85	0	8,85	100 м2	0
Земляные работы. Разработка грунта. НВК. В1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	4,26	0	4,26	100 м2	31,2
Земляные работы	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	1,38	1	0,38	100 м2	31,2
Земляные работы. Разработка грунта. В2. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	2,3	1,38	0,92	100 м2	31,2
Земляные работы. Разработка грунта. В7. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	1,54	1,54	0	100 м2	31,2
Земляные работы. Разработка грунта. В7. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	2,86	2,86	0	100 м2	31,2
Земляные работы. Разработка грунта. К1. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	1,63	0	1,63	100 м2	31,2
Земляные работы. Разработка грунта. К17. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	0,42	0,42	0	100 м2	31,2
Земляные работы. Разработка грунта. К29. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	0,43	0,43	0	100 м2	31,2
Земляные работы. Разработка грунта. К3. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	1,26	0	1,26	100 м2	31,2
Земляные работы. Разработка грунта. К4. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	2,3	0	2,3	100 м2	31,2
Земляные работы. Разработка грунта. К4Н. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	0,54	0	0,54	100 м2	31,2
Теплоизоляционные работы. водопровод производственно-противопожарный в1	Изоляция трубопроводов рулонами из вспененного каучука	0,8796	0	0,8796	10 м2	14,2
Теплоизоляционные работы. водопровод производственно-противопожарный в1	Покрытие поверхности изоляции трубопроводов сталью оцинкованной	0,0883	0	0,0883	100 м2	84,3
Теплоизоляционные работы. водопровод производственно-противопожарный в1	Окраска опознавательных колец за два раза	0,0044	0	0,0044	100 м2	10,3
Теплоизоляционные работы. водопровод производственно-противопожарный в2	Изоляция трубопроводов рулонами из вспененного каучука	0,1437	0	0,1437	10 м2	14,2
Теплоизоляционные работы. водопровод производственно-противопожарный в2	Покрытие поверхности изоляции трубопроводов сталью оцинкованной	0,0145	0	0,0145	100 м2	84,3
Теплоизоляционные работы. водопровод производственно-противопожарный в2	Окраска опознавательных колец за два раза	0,0007	0	0,0007	100 м2	10,3
Теплоизоляционные работы. водопровод производственно-противопожарный в7	Изоляция трубопроводов рулонами из вспененного каучука	2,6452	0	2,6452	10 м2	14,2
Теплоизоляционные работы. водопровод производственно-противопожарный в7	Покрытие поверхности изоляции трубопроводов сталью оцинкованной	0,1426	0	0,1426	100 м2	84,3
Теплоизоляционные работы. водопровод производственно-противопожарный в7	Окраска опознавательных колец за два раза	0,0071	0	0,0071	100 м2	10,3
Окраска по технологии ООО "УРБАНСТРОЙ"	Очистка поверхности щетками	29,15	0	29,15	м2	0,17
Окраска по технологии ООО "УРБАНСТРОЙ"	Обеспыливание поверхности (входит в норму окраски)	29,15	0	29,15	м2	0
Окраска по технологии ООО "УРБАНСТРОЙ"	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,1759	0	0,1759	100 м2	6,5
Окраска по технологии ООО "УРБАНСТРОЙ"	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом (норма ГЭСН)	0,1156	0	0,1156	100 м2	8,4
Окраска по технологии ООО "УРБАНСТРОЙ"	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм)	0,2915	0	0,2915	100 м2	12
Окраска по технологии ООО "УРБАНСТРОЙ"	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз	0,2915	0	0,2915	100 м2	11
Окраска по технологии ООО "УРБАНСТРОЙ"	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 ра	0,2915	0	0,2915	100 м2	10,3
ОКРАСКА "АРМОКОТ". Тепловые сети Т1, Т2	Шлифовка поверхностей	0,766	0	0,766	100 м2	17
ОКРАСКА "АРМОКОТ". Тепловые сети Т1, Т2	Обеспыливание поверхности (входит в норму окраски)	76,6	0	76,6	м2	0
ОКРАСКА "АРМОКОТ". Тепловые сети Т1, Т2	Обезжиривание поверхности	0,766	0	0,766	100 м2	6,5
ОКРАСКА "АРМОКОТ". Тепловые сети Т1, Т2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя 	0,8565	0	0,8565	100 м2	16
ОКРАСКА. ТК1	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя (арматуры) ТЕР-2001 64	0,052	0	0,052	100 м2	18,5
ОКРАСКА. ТК1	Шлифовка поверхностей	1,7014	0	1,7014	100 м2	17
ОКРАСКА. ТК1	Обеспыливание поверхности 	170,14	0	170,14	м2	0,017
ОКРАСКА. ТК1	Обезжиривание поверхности	1,7014	0	1,7014	100 м2	6,5
ОКРАСКА. ТК1	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	1,7014	0	1,7014	100 м2	16
ОКРАСКА. ТК1	Шлифовка поверхностей 	5,0729	0	5,0729	100 м2	17
ОКРАСКА. ТК1	Обеспыливание поверхности 	507,29	0	507,29	м2	0,017
ОКРАСКА. ТК1	Обезжиривание поверхности	5,0729	0	5,0729	100 м2	6,5
ОКРАСКА. ТК1	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	5,0729	0	5,0729	100 м2	16
Теплоизоляционные работы. тепловые сети т1, т2	Изоляция трубопроводов рулонами из вспененного каучука 	13,7349	0	13,7349	10 м2	14,2
Теплоизоляционные работы. тепловые сети т1, т2	Изоляция арматуры и фланцевых соединений рулоном теплоизоляционным из вспененного каучука 	0,306	0	0,306	10 м2	28,4
Теплоизоляционные работы. тепловые сети т1, т2	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	1,4814	0	1,4814	100 м2	84,3
Теплоизоляционные работы. тепловые сети т1, т2	Изготовление и установка на арматуре и фланцевых соединениях кожухов из оцинкованного листа толщ.0,8мм ТЕР-2001 64	0,0202	0	0,0202	100 м2	124
Теплоизоляционные работы. тепловые сети т1, т2	Окраска опознавательных колец за два раза 	0,0741	0	0,0741	100 м2	10,3
Теплоизоляция. ТК1	Покрытие поверхности изоляции трубопроводов: сталью оцинкованной 	5,6854	0	5,6854	100 м2	84,3
Теплоизоляция. ТК1	Огрунтовка металлических поверхностей за один раз лаком БТ-577	0,1644	0	0,1644	100 м2	8,45
Окраска "АРМОКОТ". Тепловые сети Т1, Т2	Шлифовка поверхностей	1,4776	0	1,4776	100 м2	17
Окраска "АРМОКОТ". Тепловые сети Т1, Т2	Обеспыливание поверхности (входит в норму окраски)	147,76	0	147,76	м2	0
Окраска "АРМОКОТ". Тепловые сети Т1, Т2	Обезжиривание поверхности	1,4776	0	1,4776	100 м2	6,5
Окраска "АРМОКОТ". Тепловые сети Т1, Т2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя 	1,4776	0	1,4776	100 м2	16
Окраска. тк2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя (арматуры) 	0,696	0	0,696	100 м2	18,5
Окраска. тк2	Шлифовка поверхностей	7,3538	0	7,3538	100 м2	17
Окраска. тк2	Обеспыливание поверхности 	735,38	0	735,38	м2	0,017
Окраска. тк2	Обезжиривание поверхности	7,3538	0	7,3538	100 м2	6,5
Окраска. тк2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	7,3538	0	7,3538	100 м2	16
Окраска. тк2	Шлифовка поверхностей 	2,5693	0	2,5693	100 м2	17
Окраска. тк2	Обеспыливание поверхности 	256,93	0	256,93	м2	0,017
Окраска. тк2	Обезжиривание поверхности	2,5693	0	2,5693	100 м2	6,5
Окраска. тк2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	2,5693	0	2,5693	100 м2	16
Теплоизоляционные работы. тепловые сети т1, т2	Изоляция трубопроводов рулонами из вспененного каучука ТЕР-2001 64	27,2564	0	27,2564	10 м2	14,2
Теплоизоляционные работы. тепловые сети т1, т2	Изоляция арматуры и фланцевых соединений рулоном теплоизоляционным из вспененного каучука ТЕР-2001 64	0,8054	0	0,8054	10 м2	28,4
Теплоизоляционные работы. тепловые сети т1, т2	Покрытие поверхности изоляции трубопроводов сталью оцинкованной	2,8357	0	2,8357	100 м2	84,3
Теплоизоляционные работы. тепловые сети т1, т2	Изготовление и установка на арматуре и фланцевых соединениях кожухов из оцинкованного листа толщ.0,8мм 	0,0577	0	0,0577	100 м2	124
Теплоизоляционные работы. тепловые сети т1, т2	Окраска опознавательных колец за два раза 	0,1418	0	0,1418	100 м2	10,3
Теплоизоляция. ТК2	Покрытие поверхности изоляции трубопроводов: сталью оцинкованной 	11,7639	0	11,7639	100 м2	84,3
Теплоизоляция. ТК2	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия	0,1151	0	0,1151	100 м2	84,3
Теплоизоляция. ТК2	Огрунтовка металлических поверхностей за один раз лаком БТ-577	0,2399	0	0,2399	100 м2	8,45
Монтаж приборов. внутриплощадочные сети. пс	Конструкции для установки приборов, масса до 2 кг	17	0	17	100 м2	28,6
Окраска "армокот". ТС	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	0,476	0,0714	0,4046	100 м2	16
Окраска "армокот". ТС	Очистка кварцевым песком наружных поверхностей	470,45	470,45	0	м2	0,32
Окраска "армокот". ТС	Обезжиривание поверхностей	4,7045	4,7045	0	100 м2	6,5
Окраска "армокот". ТС	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	4,7045	0,705675	3,998825	100 м2	16
Теплоизоляционные работы. ТС	Изготовление и установка по поверхности изоляции трубопроводов покрытия из оцинкованного листа толщ.0,5мм	9,6991	9,6991	0	100 м2	84,3
Теплоизоляционные работы. ТС	Изоляция арматуры и фланцев съемными полуфутлярами из оцинкованного листа толщ.0,8мм	0,5122	0,5122	0	100 м2	124
Внутренние стены и перегородки	Устройство мелких покрытий (брандмауэры, парапеты, свесы и т.п.) из листовой оцинкованной стали 	0,183	0	0,183	100 м2	74
Внутренние стены и перегородки	Кладка перегородок из кирпича армированных толщиной в 1/2 кирпича при высоте этажа свыше 4 м 	0,196	0	0,196	100 м2	512
Внутренние стены и перегородки	Штукатурка по сетке без устройства каркаса улучшенная стен 	0,54	0	0,54	100 м2	115
Входные крыльца	Устройство покрытий мозаичных терраццо толщиной 20 мм без рисунка 	0,122	0	0,122	100 м2	118
Входные крыльца	Устройство изоляции слоем битумного праймера 	0,167	0	0,167	100 м2	3,4
Входные крыльца	Гидроизоляция боковая обмазочная битумная в 2 слоя по выровненной поверхности бутовой кладки, кирпичу, бетону 	0,167	0	0,167	100 м2	39
Лестницы площадки ограждения. Металлоконструкции	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 	0,77	0	0,77	100 м2	11
Лестницы площадки ограждения. Металлоконструкции	Окраска огрунтованных поверхностей эмалью ПФ-115 за два раза 	0,77	0	0,77	100 м2	20,6
Лестницы площадки ограждения. Металлоконструкции	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 	1,638	0	1,638	100 м2	11
Лестницы площадки ограждения. Металлоконструкции	Окраска огрунтованных поверхностей эмалью ПФ-115 за два раза 	1,638	0	1,638	100 м2	20,6
Монолитные ж/б конструкции	Огрунтовка фундаментов праймером 	0,07	0	0,07	100 м2	3,4
Монолитные ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя 	0,07	0	0,07	100 м2	39
Ограждающие конструкции	Штукатурка по сетке без устройства каркаса улучшенная стен 	2,005	0	2,005	100 м2	115
Ограждающие конструкции	Нащельники из профилированного листа С10-1000-0,7 с полимерным покрытием 	0,126	0	0,126	100 м2	3,84
Ограждающие конструкции	Нащельники из оцинкованной стали толщиной 0,6 мм с полимерным покрытием 	0,176	0	0,176	100 м2	3,84
Ограждающие конструкции	Нащельники из оцинкованной стали толщиной 0,6 мм с полимерным покрытием 	0,078	0	0,078	100 м2	3,84
Ограждающие конструкции	Монтаж кровельного покрытия из профилированного листа при высоте здания до 25 м 	0,243	0	0,243	100 м2	24
Ограждающие конструкции	Нащельники из оцинкованной стали толщиной 0,6 мм с полимерным покрытием 	0,057	0	0,057	100 м2	3,84
Окна,двери	Монтаж оконных блоков из алюминиевых многокамерных профилей с герметичными стеклопакетами 	0,101	0	0,101	100 м2	84
Окна,двери	Установка металлических дверей с площадью дверного проема: до 2,5 м2 	2	0	2	м2	1,42
Окна,двери	Установка дверей противопожарных металлических 	2,1	0	2,1	м2	1,24
Окраска	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 	0	0	0	м2	0,38
Окраска	Очистка поверхности щетками	13	0	13	м2	0,17
Окраска	Обеспыливание поверхности (входит в норму окраски)	70	0	70	м2	0
Окраска	Обезжиривание металлических поверхностей растворителем Р5 	0,13	0	0,13	100 м2	6,5
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм 	0,13	0	0,13	100 м2	12
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм 	0,7	0	0,7	100 м2	18
Отделка помещений	Устройство подвесных потолков типа "Армстронг" по каркасу из оцинкованного профиля 	0,769	0	0,769	100 м2	42
Отделка помещений	Штукатурка поверхностей внутри здания цементно-песчаным раствором М50 по камню простая стен 	1,04	0	1,04	100 м2	65
Отделка помещений	Силикатная окраска водными составами внутри помещений по штукатурке и кирпичу 	3,271	0	3,271	100 м2	12,9
Отделка помещений	Силикатная окраска водными составами внутри помещений по гипсокартону 	5,938	0	5,938	100 м2	12,9
Покрытие	Устройство асфальтобетонных покрытий дорожек и тротуаров однослойных из литой мелкозернистой асфальто-бетонной смеси толщиной 3 см 	0,958	0	0,958	100 м2	14,4
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм)	0	0	0	100 м2	26
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 115 мм) 	0	0	0	100 м2	0,209
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм)	0	0	0	100 м2	26
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 100 мм) 	0	0	0	100 м2	0,176
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм)	0	0	0	100 м2	26
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 120 мм) 	0	0	0	100 м2	0,22
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм )	0,347	0	0,347	100 м2	26
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 100 мм) 	0	0	0	100 м2	0,176
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм)	0,347	0	0,347	100 м2	26
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 30 мм) 	0	0	0	100 м2	0,022
Полы	Устройство покрытий на цементном растворе из плиток керамических для полов одноцветных с красителем 	0,794	0	0,794	100 м2	94
Полы	Устройство покрытий мозаичных терраццо толщиной 20 мм без рисунка 	0,578	0	0,578	100 м2	118
Полы	Устройство покрытий из линолеума насухо со свариванием полотнищ в стыках 	0,347	0	0,347	100 м2	35,6
Полы	Устройство выравнивающего слоя из уретановой массы "Уредур 500" 	2,172	0	2,172	100 м2	7,2
Полы	Устройство армирующей сетки из стеклоткани 	217,2	0	217,2	м2	1,46
Полы	Устройство наливного пола из полимерного покрытия "Уредур 4000" 	2,172	0	2,172	100 м2	18
Полы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 	0,05	0	0,05	100 м2	11
Полы	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза 	0,05	0	0,05	100 м2	20,6
Полы	Устройство покрытий бетонных толщиной 30 мм 	0,742	0	0,742	100 м2	26
Полы	Устройство фальшполов 	0,333	0	0,333	100 м2	62
Полы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 	0,3	0	0,3	100 м2	11
Полы	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза 	0,3	0	0,3	100 м2	20,6
Теплоизоляционные работы	Покрытие поверхности изоляции трубопроводов стеклопластиками РСТ, тканями стеклянными 	0,1232	0	0,1232	100 м2	39,6
Окраска. ГТ	Огрунтовка металлических поверхностей за один раз грунтовкой ЭП-0259	0,025	0	0,025	100 м2	12
Окраска. ГТ	Окраска металлических огрунтованных поверхностей эмалью ПФ-115	0,05	0	0,05	100 м2	10,3
Окраска. ГТ	Очистка поверхности щетками	2,5	0	2,5	м2	0,17
Окраска. ГТ	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,025	0	0,025	100 м2	6,5
Каркас здания	Штукатурка колонн цементно-песчаным раствором толщ.60мм по сетке 	0,22	0	0,22	100 м2	148
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 1,2 мм, периметром 4000 мм 	0,048	0	0,048	100 м2	31,2
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,9 мм, периметром 4000 мм 	0,02	0	0,02	100 м2	28,4
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм 	0,025	0	0,025	100 м2	24,5
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 250 мм 	0,08	0	0,08	100 м2	24,5
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм 	0,08	0	0,08	100 м2	21,4
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 450 мм 	0,04	0	0,04	100 м2	24,5
Воздуховод	Прокладка воздуховодов из оцинкованной стали класса Н (нормальные) толщиной 0,7 мм, периметром от 1100 до 1600 мм 	0,012	0	0,012	100 м2	21,4
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром до 800 мм 	0,07	0	0,07	100 м2	8,45
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм 	0,057	0	0,057	100 м2	24,5
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 250 мм 	0,035	0	0,035	100 м2	24,5
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 1,0 мм, диаметром от 900 до 1000 мм 	0,1	0	0,1	100 м2	1060
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм 	0,016	0	0,016	100 м2	21,4
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,9 мм, периметром 4000 мм 	0,385	0	0,385	100 м2	28,4
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром до 800 мм 	0,44	0	0,44	100 м2	26,4
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали толщиной 1,2 мм, диаметром до 355 мм 	0,012	0	0,012	100 м2	450
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали толщиной 1,2 мм, диаметром до 200 мм 	0,01	0	0,01	100 м2	612
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром до 800 мм 	0,22	0	0,22	100 м2	612
Огнезащита и тепловая изоляция	Огнезащитное покрытие металлоконструкций воздуховодов приточно-вытяжных систем составом "Файрекс-300" с пределом огнестойкости 1,0 час 	0,01	0	0,01	100 м2	28,6
Огнезащита и тепловая изоляция	Огнезащитная пропитка ковровых изделий, тканей, занавесей составом "КЛОД-02" 	0,02	0	0,02	100 м2	6,45
Огнезащита и тепловая изоляция	Покрытие поверхности изоляции трубопроводов стеклотканями 	0,01	0	0,01	100 м2	39,6
Огнезащита и тепловая изоляция	Окраска металлических огрунтованных поверхностей краской МА-15 	0,3111	0	0,3111	100 м2	10,3
Огнезащита и тепловая изоляция	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 	0,15	0	0,15	100 м2	11
Окраска ОВ	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза 4,63+17,39+12,77+5,54+6,66+12,55+10,73+10,62+18,99+7,12+3,28+2,26-гр.4 	1,1254	0	1,1254	100 м2	11
Окраска ОВ	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 	0,079	0	0,079	100 м2	11
Окраска ОВ	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 	0,0619	0	0,0619	100 м2	11
Окраска ОВ	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 0,87+17,67+1,02+0,84+10,56+0,6+0,21+1,58+1,55+0,13+2,15-гр.4 	0,3718	0	0,3718	100 м2	11
Окраска ОВ	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза 	0,3718	0	0,3718	100 м2	20,6
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 	0,046	0	0,046	100 м2	11
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 	0,0185	0	0,0185	100 м2	11
Окраска	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой 	0,0185	0	0,0185	100 м2	2,1
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 	0,26	0	0,26	100 м2	11
Теплоизоляция	Изоляция плоских и криволинейных поверхностей пластинами (плитами) из вспененного каучука ("Армофлекс"), вспененного полиэтилена ("Термофлекс") 	0,4	0	0,4	10 м2	2,1
Теплоизоляция. ОВ. ПОЗ.188	Изоляция плоских и криволинейных поверхностей пластинами (плитами) из вспененного каучука ("Армофлекс"), вспененного полиэтилена ("Термофлекс") 	1,5	0	1,5	10 м2	2,1
АКЗ. КМ1	Огрунтовка металлических поверхностей за один раз грунтовкой Эмлак праймер цинк NG толщиной 80 мкм 	0,3	0	0,3	100 м2	24
